,PC1,PC2,PC3,PC4,PC5
0,-1.7543994064912785,1.7510187611575514,-0.7830977198773058,-0.6322420282630149,0.4845274666484576
1,-2.3353705692272277,0.7485395901800718,-0.08871543390309758,-0.5618609861128817,0.7478707465271538
2,-1.2632508319227518,1.1929711388193993,-0.06396347741466567,-0.03353468561303828,0.07088018757927175
3,-1.3107657291484578,2.2415325210778643,-0.5885195440846032,-0.055770310251957125,0.29938112555228363
4,-1.2487474237131027,1.3159119636500962,0.014554681842284553,1.0989887170020252,0.2240596865257168
5,-1.69281536663371,1.603418842001518,-0.5267683723130953,-0.03890765022782635,0.02464755395356496
6,0.13887350182065453,1.586900141520747,-0.4951662154109876,0.36059461697913703,-0.2339100529912161
7,-1.6162763306484533,-1.3419318923715045,1.5955095318799621,-2.6018300066877624,-0.11965115783990632
8,-1.2453617389742688,0.6766633647803276,-0.298075200382719,-0.6267075760142453,-0.0011153619455463546
9,-2.364416625291183,1.290804789782424,-0.8186857687458229,1.296443379112522,0.5271569535164621
10,-2.0616822345154637,1.1130004577836843,-0.8614093198259747,0.24460564859395742,0.6054446422892454
11,-0.8940807046252051,1.1367257518608889,-1.3295202451729493,0.45648035946873694,-0.17471919361822918
12,-1.2339624928115172,1.3924012324176887,-1.3627095463800942,0.5493359528894062,0.08807624545723311
13,-1.1822187588338668,1.4927039240284528,-1.1654427362781494,0.9449850474856181,0.19533584965914733
14,-0.27314369016443807,1.7976387253683137,-1.087056634979394,0.29152262792950256,-0.21640079472683388
15,-1.4505609303586933,1.2350685230195644,-0.23935695314058672,-0.6495970595447287,0.2992717056712312
16,-1.5276579205277223,-1.5801831980015926,0.2301268818570701,0.04589980465267873,-0.05838848752752317
17,-0.3334514949818292,0.6716753078321628,0.9628311198394927,1.0563775578025056,-0.2722292081719949
18,-2.0272298462522356,0.4683542302203956,1.7447201839090305,-1.423178132255254,0.8428200132736963
19,-1.2267874108534003,1.3367021934821175,-1.1872355005183899,0.7403512555117535,-0.06915697605279927
20,-1.365115799274954,0.6165540418611873,-0.8596711222412011,0.10225564403744263,0.06959775182990323
21,-1.7734528421730134,1.9744515687585253,-0.08128792443194437,0.3056211633041471,0.2815262823220574
22,-1.9057378493916857,0.8273824475745296,-0.9445364513437506,-0.08123905200503553,0.19281990010844088
23,-1.9662441516491012,-0.01833472311364947,-1.2500159384485674,0.42284192581360003,-0.0966164538440154
24,-0.5969378401770639,0.76753194869021,1.1139040744237116,0.4973430578566902,-0.18848435508465722
25,-1.6972927704800012,0.37300358493416524,-0.2172329115725366,0.8628482815498676,0.4929104408691125
26,-2.0927293647342213,1.0734702817081423,2.0636430399084036,-3.635936946690678,0.4900510227344771
27,-1.79205515491351,-0.9551970318748553,0.2384451299051274,0.26707082471898613,0.22018032127852025
28,-1.2451517617922117,0.0294500161054467,-0.48307992660412435,-0.6706607910089609,0.01819692507900126
29,-0.7232305804806846,0.19881599108832076,0.40555358501584976,-1.5407218246526804,0.083018265367708
30,-0.85573380021028,0.3161448277491501,-1.0140148164531562,0.817088841483996,-0.43513590641372124
31,-1.5188674253476082,-1.5587024972189714,-0.4155466813435636,-0.4003505234921324,-0.2919476880649078
32,-0.2990357851794864,0.19256989767774718,-0.32277710856747294,1.1088999083451576,-0.6072106579888925
33,-1.3024695940772641,-0.3184258323938892,-0.40168652873389027,0.5510120907408421,-0.21298513538646588
34,-1.5010232506752594,1.2520089554384197,-0.8764022729743952,-0.1379483815193507,0.04480403218501536
35,-1.1307086904006924,0.3585803594935861,-0.49387676941052244,-0.08329871681306548,-0.020375324864124342
36,-1.2308057506117491,0.747120181643802,0.7388461217994774,0.8950944392856242,0.1516972133001427
37,-1.6012557804143772,-1.9569176805272743,3.0146924767019447,-0.3444816371044198,0.48600158551943007
38,-1.0500542583256065,-2.1022389919981164,-0.533287859385389,-0.43853431937400206,-0.8553441479429487
39,-1.7447008695793664,-1.5411709344541977,0.9111983858994309,0.3683458581901994,0.4416412838578289
40,-1.2719882421668929,1.4919267429894922,-1.046769854334386,0.47894909277696235,0.05556671004313132
41,-1.617856324955972,0.06735019370085435,-0.5925292733796892,0.18613908851644095,0.17226296971875202
42,-1.6963093912528369,-2.0089766752923004,1.0770405837047976,0.7928899147416155,0.17923448361044075
43,-1.2368029656779254,1.1518004009901543,-0.5605798079173451,1.580653042524493,-0.052257039254522866
44,-0.6420712540464392,-0.4843067228381535,-0.5962762470172893,1.1703651547259544,-0.6482562760604756
45,-0.9164793914528557,1.04988415373501,-0.18114313950147135,0.47751982195303955,-0.14235079945339407
46,-2.103591076080365,0.5755920544099085,-0.16379719755759384,-0.8028279310425372,0.3866883709579753
47,-1.1555297460875242,0.6524281522959605,-1.076513574150145,0.5165768270221384,-0.2292879533704167
48,-1.2099124222473563,-0.3757107525022491,-0.9910519309508571,1.1440662427511066,-0.4259673400492387
49,-2.2046202161785895,-1.748171290682757,0.37417275463399535,-0.6304673889301384,0.22687904031452374
50,-1.1639774940638268,-2.294020487733971,-0.24945030403959012,-0.8614887319748759,-0.6449860139975223
51,0.9516788709784842,1.7295204458826712,-0.7218636438345845,-0.11306692901980456,-0.06105811872350345
52,0.04475100103346922,-2.7585337957300404,-1.1339375176029114,0.16089391997649935,2.8895785129628546
53,-0.5915563485526673,-2.5719979985297354,-0.5034521945021732,0.1745387734444186,3.7794885402022027
54,1.357403374123098,-0.042389785155649166,-0.8055145936446813,0.37738027751866376,-0.02485058776665423
55,0.008661845451913331,-4.796948954063464,0.1757435196555465,-0.7855056649361197,3.233459288736068
56,0.23125261868695593,-2.3487421173444614,-0.7901243271374367,0.8889686435506984,3.0906756788659786
57,-0.3555440253193108,-1.5770428182923428,-1.239803908451435,0.3221001464664357,3.433201289315023
58,-0.6171056174704453,-2.4998195360290922,-0.5862452482174537,-0.7419384146296925,2.183115702183056
59,2.4243576750979643,-0.9087901155305816,-0.4251193759039025,-1.6501599752841185,0.9714635498832214
60,-0.5463578356818153,0.05363844854354797,4.346726513769604,-1.5556831474489043,0.5337891938454418
61,-0.17671355096875194,1.021172931715482,2.8615659708045165,-2.387132542180957,-0.18215470964449118
62,0.4423065675346083,1.1172372441203469,1.1842458832745264,-1.312256655493067,-0.38624567824709455
63,-1.28842386975991,0.7289005925107466,1.6954712750907246,-2.9420949738395756,0.007728483541255025
64,2.671274592431209,-0.22744480853483487,-0.1721753542589559,0.9374861911267538,-1.2348629660419335
65,0.9131993369456096,-0.5799970824921492,-0.38980176750704676,-0.7737755753610113,-0.37613966311739727
66,-0.4152241831584914,-1.2219391475603028,-0.47524147367630754,1.1210753003085614,-0.7874235679726626
67,-0.8457971742432828,0.708079713864211,-1.0166707622540645,0.35144305225272,0.08845015054761039
68,0.45735429106022263,1.2843203060739725,1.024833128178176,-1.063931017973225,-0.2074743104981057
69,0.3920378046143886,0.33847856872195686,-0.3864539388012185,0.1103639932457039,-0.18492812067372505
70,0.0329882621020884,-1.6828795343420593,-0.5563074822432121,0.23665032002336453,-0.7670953145180004
71,-0.7353343207283802,-0.7272743725223142,-0.43165146199669513,0.122749724100503,-0.14589827164947597
72,0.3166557799702496,-1.0272095606446012,-0.5771032490602902,0.1839255693659369,-0.8279644610873428
73,-1.436933541852744,-0.14122253951400712,-0.7055622117935216,0.9005711490297541,0.37702309940349155
74,-1.3902143781882856,-0.756080776253486,0.4185026821815442,0.707983504472652,0.42028763197697866
75,1.5493587650219591,-0.3019795388345884,0.40770225773412544,1.806287759549822,-0.8528589572824093
76,0.14261600727892,1.2264428384053276,-0.7946903988387249,0.3591760673874281,0.27665614615487716
77,0.22387484702058436,-1.054242059698653,-0.9626886039714938,0.4510240748012577,-0.8783691190464219
78,1.2531611815484043,0.683117617478862,-0.26378234902629216,0.9634769344586821,-0.38520847895354227
79,2.0464953879844243,-1.2949950212300267,-0.7234191000554723,1.7114363739567462,3.3661954055208274
80,-0.7514461589718198,-0.7152931865468606,-0.8100324284982892,-0.019294749611039462,0.29556628602082174
81,-0.5043557864659297,0.30066533057001715,-0.5952908378948306,-0.3197357808570846,-0.01901286766176293
82,0.0695085569297382,0.03224266535985311,-0.029552176836045576,-0.07577878606079616,0.2789691026728698
83,-0.9863242099838649,0.21686439344650077,-1.1972567456239773,0.9358607433867616,-1.2064314894694038e-05
84,-0.774886794419485,-1.1024012232013474,-0.9011727668960061,-0.5589525426952633,-0.5411393476625167
85,0.1340791439565328,-1.6963040842780575,-1.3716161307429675,-0.5227473331137675,2.839749948009085
86,-1.1816372376532531,0.10123592994260294,-0.8709318484323485,-0.3250233328177259,0.25318019120522917
87,0.513801829322926,-3.3268782817078537,0.3599039139063767,-0.2736516584004138,1.3758165443295889
88,0.8080558504813833,-0.21038583445618472,-0.6156124496833749,-0.08539616433544996,-0.5923203803630429
89,-1.153057635325949,-0.4771520781750412,0.167401975578481,-0.15048726029684023,0.31249285910991464
90,0.3824464243443634,0.5956049651003857,-0.9242245806325148,1.8122770169845472,-1.01205453731236
91,-1.1457914573843149,1.8585267712145102,-1.1200193880611184,0.45638323085978244,0.07309948571513175
92,-1.7147020719150259,2.0280403648468894,0.8106190999950963,-0.3457282861749325,0.4360099809658704
93,-0.913328020389939,0.6027081918898749,0.06690666223185696,-0.9738925004035319,-0.06869845854864388
94,-1.261252609862884,-0.5680895024002245,-0.8995075023836195,0.7668336917360417,-0.44874656839480465
95,-1.607772845563196,0.10218492351855264,-0.9540093884812091,0.05660659829093357,-0.3265889223597722
96,1.9573487500469573,0.732796636159227,-0.3491773555741228,-0.4685422537202058,-1.0128761439256497
97,-0.7299547651408111,1.1654562117194334,-0.30551211040836945,0.9050935312915089,-0.3943263410153224
98,-1.0268588786226636,-0.8906771170927706,-0.6759124612075904,0.11040352353026453,-0.8071852355629787
99,0.8887174297597242,0.8177209116389264,-0.3248800366203439,-0.7819452814516282,-0.48414402774001414
100,1.936308310610132,1.2429668737177662,0.13355234818469702,0.3404871256000048,-0.7486162235056575
101,0.23833427309168304,1.2726204972017647,-0.22472342615612412,0.9003228509805844,-0.4198985184680339
102,-2.124686269359982,1.0291327003750645,-1.2396087955272381,0.5676127597650829,0.20445367378506477
103,-1.4684482494030182,0.7125794932754274,-0.006442681877967524,0.6995091382768002,-0.20789773290754177
104,1.6804877135093976,0.6375134501698577,-0.0935610542329292,0.8002978341617373,-0.8495893707974386
105,-1.15216432393235,1.5339405210912218,-0.2946839778365603,0.8329287498612432,0.3470461168126363
106,-1.2125909166922368,1.1638637882773593,-0.6480147754574428,0.46330668270411196,0.25884452380182493
107,-0.47403859408683463,0.636574365105499,-0.04112916359117818,1.2537015660976476,-0.022384987259676747
108,-1.3052747830560378,0.5424504140585401,0.7404703223344984,0.9635836916937626,0.3541951230045692
